condition,color_type,length(m),height(cm),X1,X2,breed_category,pet_category,diff
2,Brown,0.56,49.17,0,7,0,2,170.7736111
2,Tricolor,0.51,44,9,2,0,2,3671.392361
2,White,0.76,5.43,13,9,1,2,1489.388889
1,Cream,0.48,48.08,0,1,0,1,279.6770833
2,Black,0.18,26.5,0,1,1,2,1494.793056
2,Red,0.12,20.83,0,7,1,2,1117.58125
2,Brown,0.18,9.19,13,9,1,2,2944.820139
2,Black,0.7,18.9,13,9,0,2,402.6069444
2,Blue,1,27.46,13,9,1,1,30.3625
0,Blue,0.45,5.32,0,1,1,2,777.7805556
1,Brown,0.41,6.18,7,1,0,1,99.725
1,Tricolor,0.21,38.16,13,9,0,2,756.66875
0,Cream,0.09,16.44,0,1,1,1,185.7416667
1,White,0.63,6.09,0,7,0,2,1022.703472
1,Brown,0.1,33.81,0,1,0,2,756.7527778
1,Blue,0.62,12.2,0,1,0,1,2789.774306
0,Tan,0.97,24,0,1,1,2,93.72013889
0,Brown,0.8,13.58,0,1,1,2,755.6965278
0,White,0.03,10.83,0,1,1,2,2218.529167
0,Tortie,0.72,47.05,7,1,1,1,117.2631944
1,Orange,0.68,21.14,13,9,0,1,765
0,Blue,0.52,29.08,0,7,1,1,4404.467361
2,Blue,0.33,33.41,13,9,0,1,68.56388889
1,Brown,0.83,34.49,0,1,0,1,96.55069444
2,Tan,0.71,37.66,0,7,0,2,691.7430556
0,Black,0.73,15.6,0,1,1,2,250.7590278
1,Black,0.23,38.96,13,9,0,2,517.3736111
0,Black,0.99,8.95,0,1,1,2,799.7881944
0,Brown,0.95,6.23,7,1,1,1,112.8368056
1,Brown,0.17,40.39,0,1,0,1,79.72708333
0,Tan,0.17,33.69,0,1,1,2,1121.770139
0,Tricolor,0.52,38.41,7,1,1,2,831.6930556
0,Brown,0.79,37.02,7,1,1,2,537.6270833
1,White,0.9,25.45,0,1,0,2,3686.741667
1,Black,0.58,38.77,7,1,0,1,111.6298611
0,Tan,0.3,15.91,13,9,1,2,147.6930556
1,Black,0.22,34.88,0,1,0,1,170.5361111
2,Black,0.11,45.19,0,7,0,2,449.5027778
0,White,0.02,35.87,0,1,1,2,389.7305556
0,Brown,0.7,36.33,0,1,1,1,113.8048611
1,Black,0.81,12.09,0,7,0,2,3398.494444
2,Black,0.67,30.2,13,9,1,1,44.50694444
1,White,0.25,47.9,0,7,0,2,386.6097222
1,Brown,0.86,46.2,13,9,0,2,1305.713194
2,White,0.7,27.11,0,7,0,2,567.8284722
1,Black,0.05,44.87,18,4,0,1,1481.699306
1,White,0.52,26.52,13,9,0,2,1723.620833
0,Brown,0.89,37.06,0,7,1,2,1847.477778
1,Fawn,0.61,21.68,0,1,0,2,238.7284722
0,Black,0.13,28.92,0,7,1,2,202.7854167
0,Blue,0.38,37.41,0,7,1,2,3372.536111
0,White,0.1,44.27,0,1,1,4,801.6097222
2,Fawn,0.03,36.05,0,7,0,2,569.7909722
1,Gray,0.08,27.78,0,1,0,2,206.7291667
1,Blue,0.44,35.34,13,9,0,1,88.76875
0,Brown,1,23.21,7,1,1,1,105.7638889
1,Black,0.74,12.15,16,9,0,1,233.375
2,Orange,0.01,27.58,13,9,0,1,88.61597222
2,White,0.89,11.01,13,9,1,2,97.80138889
0,Red,0.71,45.53,0,1,1,2,4248.7125
0,Tricolor,0.62,42.29,0,7,1,2,379.6784722
0,Black,0.73,25.54,0,1,1,2,390.7236111
2,Black,0.31,12.28,13,9,0,2,297
2,Brown,0.47,37.18,0,7,0,2,1125
0,Black,0.64,39.59,0,1,1,2,1491.759028
1,rare,0.79,15.47,0,7,0,2,3763.546528
0,White,0.58,22.13,0,7,1,2,1118.786111
1,Tan,0.22,35.56,0,1,0,2,218.7368056
1,Black,0.5,15.91,18,4,0,1,508.5833333
1,Brown,0.37,20.67,13,9,0,1,764.5173611
0,Brown,0.06,12.88,0,1,1,2,1093.824306
1,Blue,0.63,10.88,7,1,0,1,85.65972222
0,Red,0.68,21.4,0,1,1,2,93.71944444
1,Brown,0.93,34.61,0,1,0,2,2214.761111
0,Black,0.62,46.13,7,1,1,2,637.6708333
1,Black,0.52,28.88,0,1,0,1,424.7798611
0,Blue,0.37,40.2,18,4,1,1,1846.435417
2,Black,0.36,9.98,0,7,0,2,762.5326389
1,Brown,0.35,28.73,0,1,0,1,94.77361111
1,Black,0.28,29.44,0,7,0,2,144.48125
0,Tortie,0.87,6.13,13,9,1,1,2955.609722
2,Blue,0.45,18.81,17,9,1,1,113.8083333
1,Tan,0.72,8.17,0,1,0,2,394.7826389
0,Tan,0.44,5.48,0,1,1,2,393.6993056
1,Blue,0.4,15.51,0,1,0,1,399.7666667
2,Brown,0.31,41.51,0,7,1,2,752.5756944
2,Orange,0.38,9.31,13,9,0,1,39.50902778
1,Tricolor,0.32,24.77,0,1,0,2,393.5208333
2,Black,0.92,14.09,0,7,0,2,1845.507639
2,Red,0.57,34.57,0,7,1,2,387.58125
0,rare,0.03,43.73,18,4,1,1,2945.468056
1,rare,0.22,29.4,0,1,0,1,2427.634722
0,White,0.79,42.98,0,7,1,2,2217.390278
1,Tan,0.55,25.36,0,1,0,2,294.5027778
2,Black,0.88,37.65,11,4,1,1,41.77847222
0,White,0.81,44.26,13,9,1,2,3518.684722
2,Chocolate,0.93,20.81,0,7,1,2,385.66875
0,Calico,0,8.44,0,1,1,1,3700.549306
0,Black,0.94,49.81,13,9,1,1,776.5520833
2,Brown,1,41.64,16,9,0,1,233.375
1,Black,0.48,27.18,0,1,0,1,913.7555556
2,Black,0.24,42.14,0,7,1,2,3674.767361
1,Cream,0.01,10.91,0,1,0,2,3324.675
0,White,0.96,25.48,13,9,1,2,396
2,Black,0.49,20.82,13,9,0,1,58.66597222
2,Brown,0.18,36.3,9,2,0,1,45.37222222
1,Brown,0.6,28.82,0,7,0,2,1848.540972
2,Blue,0.91,19.91,13,9,0,1,52.58611111
0,Calico,0.4,16.44,0,1,1,1,96.74652778
1,Chocolate,0.27,33.99,0,7,0,2,1128.541667
1,Brown,0.86,34.68,7,1,0,2,196.3944444
1,White,0.22,5.8,13,9,0,2,3803.6375
0,Yellow,0.91,20.26,0,1,1,2,274.7555556
1,White,0.49,26.67,0,7,0,2,2587.776389
0,Black,0.3,21.21,0,7,1,2,130.7638889
2,Black,0.57,44.93,13,9,1,2,84.50694444
0,Tan,0.19,5.52,0,1,1,2,355.55625
2,Tan,0.24,48.74,0,7,0,2,386.5215278
1,Brown,0.51,20.12,0,1,0,1,407.7375
2,Brown,0.25,29.86,13,9,1,2,769.4409722
1,Blue,0.32,45.68,9,2,0,1,752.6472222
2,Black,0.26,14.06,0,7,1,1,205.7354167
1,Tan,0.97,39.02,0,1,0,2,85.74930556
1,Chocolate,0.2,48.65,0,1,0,2,758.6472222
2,Brown,0.24,46.19,13,9,1,1,204.5590278
0,Black,0.69,22.56,0,1,1,2,394.7625
1,White,0.35,24.89,0,7,0,2,2046.802778
0,Blue,0.64,15.35,0,1,1,1,144.9479167
2,Orange,0.31,37.09,13,9,1,1,761.5527778
1,Brown,0.3,47.14,13,9,0,2,1874.531944
0,Gray,0.3,49.6,0,7,1,2,2947.500694
1,Tan,0.74,16.19,0,7,0,2,1848.706944
1,White,0.4,11.84,0,1,0,2,85.75347222
0,Torbie,0.99,18.44,0,1,1,1,92.53958333
0,Tortie,0.8,49.1,7,1,1,1,96.77638889
0,White,0.42,46.73,0,7,1,2,1846.639583
2,Black,0.93,25.07,0,7,1,2,758.74375
2,Black,0.74,19.58,13,9,0,0,393.4291667
0,Chocolate,0.01,26.53,13,9,1,2,1851.773611
1,White,0.49,37.63,13,9,0,2,118
0,Black,0.64,12.61,0,1,1,2,321.7895833
0,Tortie,0.11,33.08,0,1,1,1,121.6833333
0,Torbie,0.2,30.39,0,1,1,1,99.7875
2,Orange,0.62,11.86,13,9,1,1,100.5215278
1,Brown,0.79,32.69,13,9,0,2,915.7430556
0,White,0.12,6.71,0,1,1,2,405.6708333
1,Blue,0.08,16.17,0,1,0,1,80.78958333
1,Blue,0.55,17.98,7,1,0,1,100.8472222
0,Chocolate,0.2,29.37,0,1,1,2,1146.520833
0,Torbie,0.28,43.35,0,1,1,1,217.5791667
0,White,0.6,27.16,0,1,1,2,392.4402778
1,Brown,0.25,16.86,0,1,0,1,809.5326389
1,Tan,0.66,20.16,0,1,0,2,768.7472222
0,Blue,0.22,28.05,7,1,1,1,104.7104167
2,Black,0.14,17.81,13,9,0,2,29.57291667
1,Brown,0.37,19.85,0,1,0,2,1449.743056
1,Brown,0.69,41.91,7,1,0,1,93.74444444
1,Black,0.2,39.82,7,1,0,2,83.37708333
0,Torbie,0.99,39.36,7,1,1,1,93.42291667
1,Red,0.19,36.15,0,1,0,2,3433.730556
1,White,0.98,45.64,7,1,0,2,80.82847222
0,Brown,0.38,36.64,18,4,1,1,4792.797222
0,Blue,0.45,24.79,7,1,1,1,95.73958333
2,Brown,0.6,50,0,7,0,2,385.5902778
2,Black,0.3,15.34,13,9,1,2,1846.628472
1,Brown,0.39,24.26,0,1,0,1,99.72986111
1,Blue,0.29,15.24,0,1,0,2,389.7208333
1,White,0.05,34.46,0,1,0,2,428.5583333
2,Brown,0.76,29.08,18,4,1,2,143.4493056
0,Tan,0.48,16.58,18,4,1,2,3673.608333
0,White,0.04,7.94,0,1,1,2,328.7145833
0,Tortie,0.99,13.77,0,7,1,1,391.4604167
2,Blue,0.76,41.09,13,9,1,2,412.5736111
2,Tan,0.81,40.55,0,1,1,2,398.7673611
1,Black,0.45,21.42,13,9,0,2,437.7340278
1,Black,0.02,13.61,0,1,0,2,777.7965278
1,Black,0.41,12.52,13,9,0,1,1131.609028
2,Orange,0.37,5.17,15,4,0,1,295.3638889
1,Orange,0.96,31.43,0,1,0,1,76.80555556
1,Blue,0.85,32.36,0,1,0,2,1122.661806
1,Brown,0.85,5.6,0,1,0,1,4191.742361
0,Black,0.04,38.71,0,7,1,2,2135.750694
1,Brown,0.73,7.42,0,1,0,2,2583.570833
0,Brown,0.41,49.36,7,1,1,1,175.7701389
1,Brown,0.12,41.02,0,1,0,1,86.72777778
0,Tan,0.9,30.26,18,4,1,2,3946.734028
1,Black,0.67,17.87,0,1,0,1,127.7402778
0,Black,0.14,32.48,0,1,1,2,120.7618056
2,Black,0.84,27.35,13,9,1,1,59.74652778
1,Brown,0.16,22,0,1,0,2,404.5673611
0,Black,0.07,20.85,7,1,1,2,166.6243056
0,Brown,0.2,27.61,0,1,1,1,88.55277778
1,Tan,0.18,44.28,0,1,0,2,390.7104167
0,Tan,0.76,42.77,7,1,1,2,140.6243056
0,Brown,0.49,17.78,7,1,1,2,1380.771528
2,White,0.12,44.59,0,1,0,2,763.7791667
0,Brown,0.84,31.74,0,1,1,1,439.2736111
1,Black,0.5,35.4,0,1,0,1,207.7430556
0,Orange,0.48,35.64,0,1,1,1,127.7861111
2,Blue,0.49,42.98,0,7,1,1,242.7638889
0,White,0.93,15.98,13,9,1,2,829.6708333
1,Yellow,0.22,26.01,7,1,0,2,3458.536111
0,White,0.01,48.98,0,7,1,2,506.6625
0,White,0.28,48.87,0,7,1,2,499.5597222
1,Tan,0.54,48.07,0,1,0,2,1121.704167
1,Brown,0,24.34,0,1,0,2,2563.671528
2,Black,0.02,18.06,0,1,0,0,410.7222222
0,Cream,0.06,8.5,13,9,1,2,2579.506944
2,Orange,0.37,21.85,0,7,1,1,800.6680556
2,White,0.13,24.8,13,9,1,2,753.5152778
1,Black,0.22,44.22,0,1,0,1,90.64791667
1,Tricolor,0.45,45.54,7,1,0,2,1456.639583
1,Black,0.5,31.91,7,1,0,1,151.5631944
1,Brown,0.35,31.55,0,1,0,2,863.70625
1,Brown,0.42,26.94,0,1,0,2,758.5583333
0,White,1,16.31,0,7,1,2,388.7597222
2,Black,0.03,7.07,13,9,0,2,242.575
0,Brown,0.63,31.19,0,7,1,2,299.7472222
0,White,0.67,23.05,0,1,1,1,86.92013889
1,White,0.44,22.25,0,1,0,2,116.7416667
1,Black,0.11,19.69,13,9,0,2,2685.727778
0,White,0.95,38.69,0,1,1,2,996.7625
1,Blue,0.01,26.62,9,2,0,1,751.6604167
2,White,0.58,49.31,13,9,1,1,51.59236111
1,Black,0.9,18.64,7,1,0,1,126.5180556
2,Black,0.77,10.65,18,4,0,1,81.46805556
0,Gray,0.09,46.5,9,2,1,2,3312.634722
0,Torbie,0.48,15.97,13,9,1,1,195
2,Black,0.72,12.18,13,9,1,1,768.6006944
0,Sable,0.05,31.2,0,1,1,2,87.44236111
0,Black,0.29,7.64,7,1,1,2,82.47847222
2,Cream,0.33,10.63,13,9,0,1,49.57430556
1,Black,0.23,25.69,0,1,0,1,111.6965278
1,Brown,0.46,9.2,0,7,0,2,1487.665972
0,Tan,0.86,9.16,0,1,1,2,389.7423611
2,Sable,0.26,22,13,9,0,2,420.6819444
2,Brown,0.42,46.18,13,9,0,1,51.65625
1,Chocolate,0.43,26.36,4,4,0,2,788.5409722
0,Brown,0.83,13.57,13,9,1,1,161.51875
1,Brown,0.97,32.67,0,1,0,4,1891.724306
1,Tan,0.18,9.74,0,7,0,2,3524.421528
0,Black,1,38.57,13,9,1,1,396
0,Brown,0.19,36.79,12,1,1,2,88.60486111
1,Blue,0.38,7.14,0,1,0,2,759.5145833
2,Brown,0.99,41.35,13,9,0,1,34.77569444
0,Black,0.43,14.8,0,1,1,2,377.6263889
1,Brown,0.56,11.11,0,1,0,1,111.6180556
2,Black,0.77,26.45,17,9,0,1,208.7479167
2,Black,0.16,9.65,13,9,1,2,84.60347222
1,Tan,0.51,21.53,0,7,0,2,3203.752778
1,Chocolate,0.34,10.68,13,9,0,2,2687.638194
1,Black,0.74,18.03,0,7,0,2,419.6722222
1,Black,0.13,26.88,13,9,0,2,122.5666667
1,Yellow,0.61,29.76,0,1,0,2,2581.659722
1,Brown,0.65,25.79,0,7,0,2,3309.594444
0,Black,0.4,17.25,0,1,1,1,89.675
1,Black,0.99,15.47,0,1,0,2,408.7798611
1,Black,0.88,36.12,0,1,0,2,2367.603472
1,Fawn,0.8,9.14,13,9,0,2,3398.689583
1,Blue,0.37,44.31,0,1,0,1,404.7416667
2,Black,0.82,37.49,0,7,0,2,2943.713194
1,Red,0.04,16.35,0,1,0,2,387.7291667
2,Black,0.53,33.79,13,9,1,2,387
1,Brown,0.31,13.81,0,1,0,1,764.5694444
2,Black,0.73,41.35,0,1,0,1,79.80347222
1,Brown,0.44,23.27,0,7,0,2,1094.765278
1,rare,0.04,34.27,0,1,0,1,208.7833333
1,Black,0.21,29.96,13,9,0,2,3001.617361
0,Blue,0.68,9.76,0,1,1,2,421.5888889
1,Sable,0.38,15.83,0,1,0,2,392.7763889
1,Brown,0.3,46.38,13,9,0,2,1231
2,White,0.86,6.08,13,9,1,1,51
2,Black,0.16,39.06,0,7,0,2,385.4798611
1,Brown,0.74,16.08,0,1,0,2,386.7305556
2,Black,0.21,13.25,0,7,1,2,387.6805556
1,Black,0.91,29.47,0,1,0,2,389.7659722
2,White,0.72,23.17,13,9,0,2,85
0,Chocolate,0.6,42.2,0,7,1,2,1518.573611
0,Black,0.11,22.64,0,1,1,2,188.5611111
0,Brown,0.65,40.88,17,9,1,1,390.7701389
1,rare,0.92,26.21,0,1,0,1,2932.586806
2,White,0.52,41.44,0,7,0,2,97.80277778
2,Brown,0.7,47.38,13,9,1,2,1486.699306
0,Blue,0.11,31.9,0,1,1,1,3687.563889
2,Brown,0.74,36.63,0,7,0,2,398.5423611
2,White,0.47,42.69,13,9,0,1,35.56458333
1,Red,0.32,7.41,0,1,0,2,2580.625694
1,Fawn,0.44,44.92,0,1,0,2,413.7194444
1,White,0.61,41.14,0,1,0,4,1882.548611
2,Brown,0.14,48.36,18,4,0,1,751.6444444
0,Black,0.98,25.46,0,7,1,2,1853.632639
0,Brown,0.52,48.45,0,1,1,1,120.7145833
1,Brown,0.68,7.36,0,7,0,2,1124.752778
2,Brown,0.32,44.02,0,7,0,2,140.5534722
0,Black,0.17,36.01,0,1,1,1,397.5715278
1,White,0.73,32,0,1,0,2,756.6826389
2,Blue,0.37,44.67,16,9,0,1,388.375
2,Fawn,0.61,47.88,13,9,1,2,1489.579861
1,Fawn,0.6,47.59,0,7,0,2,1005.775694
1,Chocolate,0.58,12.06,0,1,0,2,1128.780556
1,Tricolor,0.44,40.21,13,9,0,2,335.4201389
1,Black,0.31,22.52,0,7,0,2,761.7340278
1,Black,0.31,27.01,0,7,0,2,731.7923611
0,Blue,0.06,37.96,16,9,1,1,568.375
0,Gray,0.48,12.53,13,9,1,2,148.6513889
2,White,0.42,14.84,0,7,1,2,97.80138889
0,Chocolate,0.6,23.69,0,7,1,2,1848.788889
1,Black,0.42,47.02,0,1,0,1,123.7736111
1,Blue,0.62,21.76,13,9,0,2,1130.615972
2,Blue,0.46,24.86,0,7,1,2,205.5361111
1,Black,0.03,24.18,0,7,0,2,447.6923611
1,Black,0.74,34.2,0,7,0,2,387.7409722
1,Black,0.35,14.74,0,1,0,1,1144.679861
0,Gray,0.94,6.74,0,1,1,2,620.6715278
0,Blue,0.35,43.83,0,1,1,1,90.77013889
2,White,0.12,36.61,13,9,1,2,86.47777778
1,Tricolor,0.68,17.27,0,7,0,2,2031.496528
1,Blue,0.38,22.48,0,7,0,2,392.4548611
0,Black,0.12,19.26,17,9,1,1,390.64375
1,Blue,0.35,49.67,0,7,0,2,755.6506944
1,Cream,0.51,13.39,0,1,0,2,746.7659722
0,Brown,0.14,37.64,0,1,1,1,214.725
0,Blue,0.79,18.59,0,7,1,2,292.6395833
2,Brown,0.61,22.08,13,9,0,2,1118
1,Blue,0.59,32.83,0,1,0,2,796.7548611
2,Black,0.67,44.92,13,9,0,1,35.56736111
1,Black,0.89,15.93,0,1,0,1,89.52916667
1,White,0.42,40.71,0,7,0,2,406.5770833
0,White,0.23,10.05,0,1,1,2,254.7534722
0,Torbie,0.24,44.24,0,1,1,1,393.6743056
2,White,0.96,10.91,13,9,1,1,53.58819444
0,Cream,0.79,27.46,0,1,1,2,162.7097222
2,White,0.72,20.9,18,4,0,1,75.53819444
0,Tricolor,0.05,31.68,0,7,1,2,2578.711111
2,Calico,0.1,32.35,13,9,1,1,52.71597222
0,rare,0.7,35.51,0,1,1,1,1479.770139
0,Tricolor,0.02,5.24,0,7,1,2,3674.458333
1,Blue,0.51,30.8,0,1,0,2,421.7173611
0,Black,0.76,7.92,13,9,1,1,760
0,Black,0.09,12.57,7,1,1,1,4068.667361
0,White,0.17,31.41,13,9,1,1,1500.583333
1,Brown,0.87,14.39,0,1,0,2,1128.745139
0,White,0.04,15.3,0,1,1,1,299.50625
1,White,0.36,23.83,0,7,0,2,1484.666667
0,Calico,0.19,37.19,13,9,1,1,390.7659722
1,Blue,0.81,25.84,7,1,0,1,107.3861111
0,Brown,0.63,11.96,16,9,1,1,265.375
0,Black,1,21.76,0,7,1,1,5867.694444
0,White,0.9,29.11,0,1,1,2,951.4840278
1,Black,0.5,10.81,0,1,0,2,755.7583333
1,Chocolate,0.48,26.07,0,7,0,2,1802.671528
1,White,0.43,43.48,0,1,0,2,192.7430556
0,Brown,0.62,39.81,16,9,1,1,753.375
2,Tan,0.04,36.43,18,4,1,2,190.4791667
0,Black,0.49,18.08,0,1,1,2,390.7840278
0,Sable,0.65,47.31,0,1,1,2,394.7201389
1,Tan,0.96,6.03,0,1,0,2,1854.504167
1,Tan,0.43,25.21,0,7,0,2,1117.773611
0,Blue,0.63,9.38,7,1,1,1,102.45
1,Black,0.29,40.03,0,1,0,2,2962.700694
0,Orange,0.41,46.94,0,1,1,1,86.7125
0,Black,0.92,23.54,0,1,1,2,756.7541667
1,Black,0.1,20.97,0,1,0,2,394.7576389
0,Brown,0.44,24.15,0,1,1,1,106.7722222
0,Brown,0.75,35.05,13,9,1,2,623
1,Black,0.14,49.37,0,7,0,2,1117.803472
2,Brown,0.92,27.96,0,1,1,1,81.65208333
0,Tan,0.72,9.51,7,1,1,2,100.7597222
2,Black,0.04,17.75,13,9,0,1,53.62986111
0,Brown,0.16,21.39,0,1,1,2,733.7840278
1,White,0.83,30.77,0,7,0,2,384.6340278
1,Brown,0.67,16.64,0,7,0,1,3309.643056
2,White,0.99,41.95,0,7,0,2,92.62916667
0,Fawn,0.21,34.57,13,9,1,2,1843.674306
0,Black,0.42,21.52,0,1,1,2,390.7611111
2,Brown,0.92,46.46,0,7,1,2,749.8284722
1,White,0.92,14.18,0,1,0,2,173.7763889
1,Gray,0.96,11.01,13,9,0,2,1124.702778
0,White,0.9,39.98,13,9,1,2,2155.593056
1,Fawn,0.94,29.98,7,1,0,2,79.59791667
1,Brown,0.92,32.33,0,1,0,2,785.625
1,Brown,0.45,25.36,0,1,0,2,4194.549306
1,Black,0.41,5.58,7,1,0,1,105.6729167
1,Blue,0.43,6.04,17,9,0,1,390.6041667
2,Gray,0.59,7.46,17,9,0,1,1122.800694
1,Black,0.26,27.35,0,7,0,2,2215.588194
0,White,0.14,45.35,0,1,1,2,433.6743056
1,Brown,0.77,46.39,0,1,0,1,2229.611111
1,Sable,0.01,27.75,0,7,0,2,4884.670139
1,Black,0.63,5.85,0,7,0,2,2757.4625
0,Yellow,0.53,46.07,0,7,1,2,386.6958333
0,Cream,1,20.3,13,9,1,1,118
1,Tan,0.18,28.2,0,1,0,2,391.5409722
0,rare,0.51,8.84,0,1,1,2,5509.605556
2,Orange,0.03,21.98,13,9,0,1,148.5159722
1,Black,0.2,33.99,17,9,0,1,303.59375
0,Torbie,0.43,15.49,16,9,1,1,388.375
1,Black,0.27,19.25,13,9,0,2,1127.400694
0,White,0.17,35.91,7,1,1,2,3720.401389
1,White,0.54,9.32,13,9,0,2,1124.488194
2,Black,0.75,44.4,13,9,0,2,82
1,Black,0.89,26.81,0,1,0,2,81.71944444
1,Black,0.76,17.69,0,7,0,1,449.6743056
1,Black,0.81,7.99,0,1,0,2,577.7506944
1,Black,0.01,27.41,0,1,0,2,398.7076389
1,Blue,0.17,12.96,0,7,0,1,434.7111111
0,Calico,0.98,19.24,11,4,1,1,2641.590278
1,Black,0.3,24.55,0,1,0,1,402.7798611
1,Brown,0.23,38.53,7,1,0,1,872.5770833
1,Gray,0.39,47.74,0,1,0,1,87.91041667
0,Blue,0.8,43.02,13,9,1,1,78.51597222
0,White,0.01,23.92,0,7,1,2,362.7833333
2,Orange,0.65,47.21,13,9,0,1,83.58263889
1,Red,0.16,8.31,13,9,0,2,688.5465278
1,Black,0.33,13.88,0,1,0,2,390.75625
0,Black,0.93,44.68,0,1,1,2,403.7604167
1,Brown,0.63,48.57,0,1,0,2,418.7034722
0,Brown,0.59,16.82,0,1,1,1,391.7972222
0,Black,0.88,13.16,0,7,1,2,540.6569444
0,Chocolate,0.72,28,0,1,1,2,392.7263889
0,Tortie,0.63,15.15,7,1,1,1,857.5854167
1,Brown,0.11,15.16,0,1,0,1,135.6631944
1,Black,0.6,37.28,0,1,0,1,181.5006944
1,Blue,0.32,21.37,0,1,0,1,1136.657639
2,Orange,0.49,31.39,13,9,0,1,39.74722222
1,Tan,1,35.98,0,7,0,2,751.6104167
2,Black,0.08,14.33,13,9,0,1,42.73819444
1,Brown,0.81,36.48,13,9,0,1,98
2,White,0.47,44.05,8,2,1,2,50.38611111
1,Tan,1,41.4,0,1,0,2,113.7611111
1,White,0.64,27.79,0,7,0,2,1125.768056
1,White,0.41,44.47,0,1,0,1,98.80555556
2,White,0.61,32.53,0,7,0,2,1666.46875
0,Brown,0.92,5.96,16,9,1,1,384.375
1,Blue,0.63,7.7,0,1,0,1,88.77777778
1,Tan,0.21,18.94,0,7,0,2,4404.70625
2,Brown,0.39,22.23,0,7,1,2,491.4784722
2,Red,0.1,20.25,0,7,0,2,386.5534722
2,Black,0.16,8.24,0,7,0,2,1119.506944
1,White,0.9,13.03,0,1,0,2,3680.697222
1,White,0.21,13.54,13,9,0,2,391.6375
1,Brown,0.63,9.4,0,1,0,2,208.7319444
0,Brown,0.34,36.38,7,1,1,1,84.66666667
1,Blue,0.3,11.43,0,1,0,2,117.7916667
0,Red,0.23,24.28,0,8,1,2,98.76736111
1,White,0.29,32.02,0,1,0,1,99.42638889
0,Black,0.57,46.32,0,1,1,2,2707.645139
1,rare,0.97,31.33,7,1,0,1,80.75416667
2,Blue,0.6,48.82,16,9,1,1,751.375
0,Black,0.25,15.53,0,1,1,2,2221.790278
2,Red,0.99,16.76,0,7,1,2,364.7194444
1,White,0.41,12.1,0,1,0,2,779.5972222
0,Gray,1,46.08,0,7,1,2,2365.784028
2,Calico,0.96,21.81,13,9,0,1,43
0,Torbie,0.49,12.23,7,1,1,1,89.76944444
2,Brown,0.76,35.63,0,7,0,2,3675.771528
0,Tan,0.82,20.5,0,1,1,2,84.75763889
1,Black,0.24,39.2,0,1,0,2,303.6229167
0,Black,0.9,37.97,0,1,1,1,86.50555556
1,Blue,0.58,14.77,0,1,0,1,764.8868056
1,Red,0.58,46.54,12,1,0,2,759.5881944
0,Brown,0.35,18.57,7,1,1,1,112.7673611
0,Black,0.57,19.23,7,1,1,2,1160.778472
1,Cream,0.28,28.96,0,1,0,2,392.7861111
1,White,0.88,42.6,7,1,0,2,1164.592361
1,Black,0.65,23.34,13,9,0,2,392.65625
1,Black,0.75,16.51,0,1,0,1,158.6395833
1,Blue,0.87,30.58,0,1,0,1,93.54791667
0,White,0.23,20.41,0,7,1,2,3308.756944
0,rare,0.21,20.32,0,7,1,2,1491.474306
0,Black,0.59,37.84,0,1,1,2,394.7625
0,Brown,0.76,38.44,0,1,1,1,362.7659722
1,Chocolate,0.39,45.88,0,1,0,2,192.7493056
2,White,0.2,10.34,13,9,1,2,389.5388889
1,Tan,0.18,21.71,0,1,0,2,119.5861111
2,Brown,0.08,11.18,18,4,1,1,2578.752778
0,Blue,0.2,29.4,0,1,1,1,2253.759722
0,Brown,0.31,40.41,0,8,1,1,759.6930556
0,Tortie,0.62,19.98,7,1,1,1,5620.520139
0,Black,0.77,44.22,0,3,1,1,387.6729167
1,Brown,0.88,20.59,7,1,0,1,100.4131944
0,Brown,0.21,49.07,13,9,1,2,1855
0,White,0.67,49.52,13,9,1,2,2602.648611
1,Orange,0.32,28.65,0,7,0,1,3683.511111
0,Blue,0.97,25.7,7,1,1,2,77.75277778
2,White,0.89,20.54,13,9,0,1,79.59236111
1,White,0.42,15.78,13,9,0,2,579.4625
1,White,0.25,44.65,0,1,0,1,4409.791667
1,Brown,0.56,19.94,0,1,0,2,776.7944444
0,Tan,0.75,25.53,0,1,1,2,332.7506944
0,Black,0.91,31.46,0,7,1,2,1485.779861
2,White,0.44,43.86,0,7,1,2,174.7625
1,Tan,0.42,11.56,13,9,0,2,3069.585417
1,Black,0.35,41.06,0,1,0,2,909.7298611
0,White,0.95,45.49,0,7,1,2,3307.730556
1,Black,0.28,41.35,0,1,0,1,399.5756944
1,Black,0.92,36.2,16,9,0,1,1500.795833
2,Black,0.55,19.36,17,9,1,1,390.7854167
0,Black,0.47,21.37,0,1,1,2,148.7145833
1,Black,0.76,45.46,0,1,0,1,88.51388889
0,Black,0.46,44.47,0,1,1,2,97.73541667
1,Orange,0.34,14.49,16,9,0,1,390.6493056
0,Blue,0.14,15.3,0,7,1,2,388.7243056
1,Brown,0.8,28.84,7,1,0,1,113.41875
1,Tricolor,0.37,19.51,0,1,0,2,389.7173611
0,Brown,0.62,5.78,0,1,1,2,177.7256944
1,White,0.37,25.94,0,7,0,2,2515.590972
1,White,0.89,10.79,0,1,0,1,115.6020833
0,Brown,0.56,11.1,0,7,1,2,752.5041667
2,Brown,0.21,11.14,8,2,0,1,52.59861111
1,White,0.08,27.49,0,1,0,2,790.5444444
0,Tan,0.35,39.72,0,7,1,2,2419.755556
1,White,0.05,38.8,0,1,0,2,328.8034722
